GenomeA	GenomeB	Mean_AAI
Microbulbifer mangrovi DD-13	Moraxella porci CCUG 54912	52.14
Microbulbifer mangrovi DD-13	Oceanobacter kriegii DSM 6294	55.52
Microbulbifer mangrovi DD-13	Pseudomonas fluorescens F113	55.04
Microbulbifer mangrovi DD-13	Pseudomonas indica NBRC 103045	56.33
Microbulbifer mangrovi DD-13	Pseudomonas balearica DSM6083 (=SP1402)	56.43
Microbulbifer mangrovi DD-13	Acinetobacter bohemicus ANC 3994	52.43
Microbulbifer mangrovi DD-13	Pseudomonas anguilliseptica DSM 12111	56.21
Microbulbifer mangrovi DD-13	Marinomonas fungiae JCM 18476	55.58
Microbulbifer mangrovi DD-13	Azotobacter chroococcum NCIMB 8003	56.52
Microbulbifer mangrovi DD-13	Acinetobacter celticus ANC 4603	52.43
Microbulbifer mangrovi DD-13	Halomonas halodenitrificans DSM 735	55.95
Microbulbifer mangrovi DD-13	Moraxella osloensis CCUG 350	51.80
Microbulbifer mangrovi DD-13	Zymobacter palmae DSM 10491	54.97
Microbulbifer mangrovi DD-13	Acinetobacter equi 114	52.96
Microbulbifer mangrovi DD-13	Marinobacter hydrocarbonoclasticus ATCC 49840	56.33
Microbulbifer mangrovi DD-13	Pseudomonas borbori DSM 17834	55.97
Microbulbifer mangrovi DD-13	Marinagarivorans algicola Z1	57.54
Microbulbifer mangrovi DD-13	Acinetobacter beijerinckii CIP 110307	52.43
Microbulbifer mangrovi DD-13	Halomonas shengliensis CGMCC 1.6444	56.47
Microbulbifer mangrovi DD-13	Marinobacter segnicrescens CGMCC 1.6489	56.30
Microbulbifer mangrovi DD-13	Alcanivorax hongdengensis A-11-3	56.25
Microbulbifer mangrovi DD-13	Moraxella ovis 199/55	52.04
Microbulbifer mangrovi DD-13	Carnimonas nigrificans ATCC BAA-78	54.58
Microbulbifer mangrovi DD-13	Pseudomonas mendocina ymp	55.98
Microbulbifer mangrovi DD-13	Acinetobacter nectaris CIP 110549	52.56
Microbulbifer mangrovi DD-13	Marinobacter adhaerens HP15	56.10
Microbulbifer mangrovi DD-13	Pseudomonas kuykendallii NRRL B-59562	55.83
Microbulbifer mangrovi DD-13	Halomonas halocynthiae DSM 14573	55.70
Microbulbifer mangrovi DD-13	Acinetobacter towneri CIP 107472	53.25
Microbulbifer mangrovi DD-13	Halomonas pantelleriensis AAP	55.44
Microbulbifer mangrovi DD-13	Marinimicrobium agarilyticum DSM 16975	59.29
Microbulbifer mangrovi DD-13	Acinetobacter soli GFJ2	52.44
Microbulbifer mangrovi DD-13	Alcanivorax jadensis T9	55.92
Microbulbifer mangrovi DD-13	Pseudomonas otitidis DSM 17224	55.86
Microbulbifer mangrovi DD-13	Kushneria aurantia DSM 21353	54.19
Microbulbifer mangrovi DD-13	Acinetobacter defluvii WCHA30	52.62
Microbulbifer mangrovi DD-13	Marinomonas aquimarina CECT 5080	55.53
Microbulbifer mangrovi DD-13	Marinobacter salarius R9SW1	56.04
Microbulbifer mangrovi DD-13	Microbulbifer marinus CGMCC 1.10657	75.02
Microbulbifer mangrovi DD-13	Moraxella cuniculi DSM 21768	52.00
Microbulbifer mangrovi DD-13	Pseudomonas fuscovaginae LMG 2158	55.12
Microbulbifer mangrovi DD-13	Acinetobacter radioresistens CIP 103788	52.87
Microbulbifer mangrovi DD-13	Oblitimonas alkaliphila B4199	56.79
Microbulbifer mangrovi DD-13	Hahella ganghwensis DSM 17046	55.11
Microbulbifer mangrovi DD-13	Pseudomonas sagittaria JCM 18195	56.78
Microbulbifer mangrovi DD-13	Halomonas boliviensis LC1	55.36
Microbulbifer mangrovi DD-13	Ventosimonas gracilis CV58	56.31
Microbulbifer mangrovi DD-13	Halomonas salina B6	56.05
Microbulbifer mangrovi DD-13	Marinobacter subterrani JG233	56.22
Microbulbifer mangrovi DD-13	Moraxella catarrhalis BBH18	51.93
Microbulbifer mangrovi DD-13	Mangrovitalea sediminis M11-4	56.46
Microbulbifer mangrovi DD-13	Halomonas daqiaonensis CGMCC 1.9150	56.13
Microbulbifer mangrovi DD-13	Acinetobacter parvus CIP 108168	53.19
Microbulbifer mangrovi DD-13	Neptunomonas phycophila CECT 8716	55.63
Microbulbifer mangrovi DD-13	Pseudomonas oryzae KCTC 32247	56.81
Microbulbifer mangrovi DD-13	Halomonas xinjiangensis TRM 0175	56.08
Microbulbifer mangrovi DD-13	Dasania marina DSM 21967	56.81
Microbulbifer mangrovi DD-13	Halomonas taeanensis BH539	55.57
Microbulbifer mangrovi DD-13	Teredinibacter turnerae T7901	58.05
Microbulbifer mangrovi DD-13	Marinobacterium profundum PAMC 27536	56.47
Microbulbifer mangrovi DD-13	Marinomonas mediterranea MMB-1	54.99
Microbulbifer mangrovi DD-13	Pseudomonas resinovorans NBRC 106553	55.72
Microbulbifer mangrovi DD-13	Acinetobacter indicus CIP 110367	52.97
Microbulbifer mangrovi DD-13	Pseudomonas fulva 12-X	55.85
Microbulbifer mangrovi DD-13	Tamilnaduibacter salinus DSM 28688	56.62
Microbulbifer mangrovi DD-13	Terasakiispira papahanaumokuakeensis PH27A	55.66
Microbulbifer mangrovi DD-13	Nitrincola lacisaponensis 4CA	56.52
Microbulbifer mangrovi DD-13	Psychrobacter phenylpyruvicus DSM 7000	52.04
Microbulbifer mangrovi DD-13	Neptuniibacter caesariensis MED92	56.58
Microbulbifer mangrovi DD-13	Marinobacter antarcticus CGMCC 1.10835	56.06
Microbulbifer mangrovi DD-13	Acinetobacter apis ANC 5114	52.75
Microbulbifer mangrovi DD-13	Cobetia crustatorum JO1	55.00
Microbulbifer mangrovi DD-13	Acinetobacter schindleri ACE	52.57
Microbulbifer mangrovi DD-13	Halomonas cupida DSM 4740	55.32
Microbulbifer mangrovi DD-13	Spongiibacter tropicus DSM 19543	58.02
Microbulbifer mangrovi DD-13	Neptuniibacter marinus ATR 1.1	57.32
Microbulbifer mangrovi DD-13	Psychrobacter pacificensis DSM 23406	51.58
Microbulbifer mangrovi DD-13	Pseudomonas xinjiangensis NRRL B-51270	56.73
Microbulbifer mangrovi DD-13	Marinobacterium georgiense DSM 11526	56.93
Microbulbifer mangrovi DD-13	Acinetobacter johnsonii XBB1	52.56
Microbulbifer mangrovi DD-13	Marinobacterium jannaschii DSM 6295	56.55
Microbulbifer mangrovi DD-13	Halomonas anticariensis FP35	55.56
Microbulbifer mangrovi DD-13	Pseudomonas sabulinigri JCM 14963	56.20
Microbulbifer mangrovi DD-13	Pseudohaliea rubra DSM 19751	57.25
Microbulbifer mangrovi DD-13	Pseudomonas saudimassiliensis 12M76 air	56.81
Microbulbifer mangrovi DD-13	Marinomonas profundimaris D104	54.90
Microbulbifer mangrovi DD-13	Halotalea alkalilenta IHB B 13600	54.03
Microbulbifer mangrovi DD-13	Perlucidibaca piscinae DSM 21586	55.82
Microbulbifer mangrovi DD-13	Alcanivorax pacificus W11-5	55.85
Microbulbifer mangrovi DD-13	Marinobacter salinus Hb8	56.30
Microbulbifer mangrovi DD-13	Kangiella sediminilitoris KCTC 23892	53.81
Microbulbifer mangrovi DD-13	Pseudomonas zeshuii KACC 15471	55.55
Microbulbifer mangrovi DD-13	Alcanivorax dieselolei B5	55.59
Microbulbifer mangrovi DD-13	Psychrobacter alimentarius PAMC 27889	51.19
Microbulbifer mangrovi DD-13	Marinobacter persicus IBRC-M 10445	57.13
Microbulbifer mangrovi DD-13	Marinomonas polaris DSM 16579	54.87
Microbulbifer mangrovi DD-13	Pseudomonas formosensis JCM 18415	57.13
Microbulbifer mangrovi DD-13	Halomonas elongata HEK1	55.69
Microbulbifer mangrovi DD-13	Rugamonas rubra ATCC 43154	50.17
Microbulbifer mangrovi DD-13	Halomonas aestuarii Hb3	55.64
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas salegens CECT 8338	56.19
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas stutzeri CGMCC 1.1803	56.11
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas nitroreducens NBRC 12694	55.49
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter tandoii CIP 107469	52.39
Simiduia agarivorans SA1 = DSM 21679	Oleiphilus messinensis ME102	55.05
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas guineae LMG 24016	55.76
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas guangdongensis CCTCC 2012022	56.77
Simiduia agarivorans SA1 = DSM 21679	Gilvimarinus chinensis DSM 19667	59.74
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas pachastrellae JCM 12285	56.57
Simiduia agarivorans SA1 = DSM 21679	Marinobacter zhejiangensis CGMCC 1.7061	55.47
Simiduia agarivorans SA1 = DSM 21679	Spongiibacter marinus DSM 19753	57.44
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter bouvetii CIP 107468	52.71
Simiduia agarivorans SA1 = DSM 21679	Cellvibrio mixtus J3-8	59.11
Simiduia agarivorans SA1 = DSM 21679	Marinobacter lipolyticus SM19	55.20
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas rhizosphaerae DSM 16299	56.00
Simiduia agarivorans SA1 = DSM 21679	Marinobacterium stanieri DSM 7027	55.85
Simiduia agarivorans SA1 = DSM 21679	Moraxella caprae DSM 19149	51.71
Simiduia agarivorans SA1 = DSM 21679	Hahella chejuensis KCTC 2396	55.01
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter harbinensis HITLi 7	52.66
Simiduia agarivorans SA1 = DSM 21679	Saccharospirillum impatiens DSM 12546	54.79
Simiduia agarivorans SA1 = DSM 21679	Psychrobacter arcticus 273-4	51.76
Simiduia agarivorans SA1 = DSM 21679	Perlucidibaca aquatica BK296	55.49
Simiduia agarivorans SA1 = DSM 21679	Marinospirillum celere DSM 18438	55.32
Simiduia agarivorans SA1 = DSM 21679	Halomonas muralis DSM 14789	54.55
Simiduia agarivorans SA1 = DSM 21679	Halomonas campaniensis LS21	54.55
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas taeanensis MS-3	55.70
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas pohangensis DSM 17875	56.24
Simiduia agarivorans SA1 = DSM 21679	Alkanindiges illinoisensis DSM 15370	53.10
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter qingfengensis ANC 4671	53.05
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter baumannii AB030	52.47
Simiduia agarivorans SA1 = DSM 21679	Endozoicomonas atrinae WP70	55.98
Simiduia agarivorans SA1 = DSM 21679	Marinobacterium rhizophilum DSM 18822	55.98
Simiduia agarivorans SA1 = DSM 21679	Halomonas smyrnensis AAD6	55.40
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas azotifigens DSM 17556	56.48
Simiduia agarivorans SA1 = DSM 21679	Neptunomonas qingdaonensis CGMCC 1.10971	56.02
Simiduia agarivorans SA1 = DSM 21679	Azotobacter vinelandii CA	56.23
Simiduia agarivorans SA1 = DSM 21679	Endozoicomonas montiporae CL-33	56.18
Simiduia agarivorans SA1 = DSM 21679	Marinobacter santoriniensis NKSG1	55.38
Simiduia agarivorans SA1 = DSM 21679	Moraxella oblonga NBRC 102422	51.81
Simiduia agarivorans SA1 = DSM 21679	Cellvibrio japonicus Ueda107	59.89
Simiduia agarivorans SA1 = DSM 21679	Microbulbifer agarilyticus GP101	59.16
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter gyllenbergii NIPH 230	52.49
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter boissieri ANC 4422	52.82
Simiduia agarivorans SA1 = DSM 21679	Bermanella marisrubri RED65	54.57
Simiduia agarivorans SA1 = DSM 21679	Marinomonas ushuaiensis DSM 15871	55.23
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas marincola JCM 14761	55.75
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter rudis DSM 24031	52.32
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas litoralis 2SM5	56.42
Simiduia agarivorans SA1 = DSM 21679	Oceanicoccus sagamiensis NBRC 107125	57.71
Simiduia agarivorans SA1 = DSM 21679	Marinomonas posidonica IVIA-Po-181	55.02
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter populi PBJ7	52.63
Simiduia agarivorans SA1 = DSM 21679	Moraxella nonliquefaciens CCUG 348	52.02
Simiduia agarivorans SA1 = DSM 21679	Congregibacter litoralis KT71	55.97
Simiduia agarivorans SA1 = DSM 21679	Halomonas zincidurans B6	54.88
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter larvae BRTC-1	52.66
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas hussainii JCM 19513	56.53
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas caeni DSM 24390	55.90
Simiduia agarivorans SA1 = DSM 21679	Kushneria marisflavi SW32	53.66
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter junii 65	52.67
Simiduia agarivorans SA1 = DSM 21679	Halomonas lutea DSM 23508	54.83
Simiduia agarivorans SA1 = DSM 21679	Halomonas saccharevitans CGMCC 1.6493	55.05
Simiduia agarivorans SA1 = DSM 21679	Haliea salexigens DSM 19537	57.22
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas protegens CHA0	55.14
Simiduia agarivorans SA1 = DSM 21679	Alcanivorax borkumensis SK2	55.43
Simiduia agarivorans SA1 = DSM 21679	Halioglobus pacificus RR3-57	56.73
Simiduia agarivorans SA1 = DSM 21679	Marinomonas atlantica Cmf 18.22	55.11
Simiduia agarivorans SA1 = DSM 21679	Chromohalobacter salexigens DSM 3043	54.50
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas aestusnigri VGXO14	56.46
Simiduia agarivorans SA1 = DSM 21679	Halomonas subterranea CGMCC 1.6495	54.56
Simiduia agarivorans SA1 = DSM 21679	Halomonas desiderata SP1	54.86
Simiduia agarivorans SA1 = DSM 21679	Gilvimarinus agarilyticus JEA5	59.54
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas psychrotolerans PRS08-11306	55.56
Simiduia agarivorans SA1 = DSM 21679	Chromohalobacter japonicus CJ	54.63
Simiduia agarivorans SA1 = DSM 21679	Marinobacter excellens HL-55	54.99
Simiduia agarivorans SA1 = DSM 21679	Moraxella lincolnii CCUG 9405	52.24
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter gerneri CIP 107464	52.64
Simiduia agarivorans SA1 = DSM 21679	Saccharophagus degradans 2-40	58.48
Simiduia agarivorans SA1 = DSM 21679	Halioglobus japonicus NBRC 107739	56.97
Simiduia agarivorans SA1 = DSM 21679	Halomonas utahensis P-halo	54.32
Simiduia agarivorans SA1 = DSM 21679	Gynuella sunshinyii YC6258	54.59
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas pelagia CL-AP6	55.90
Simiduia agarivorans SA1 = DSM 21679	Halomonas jeotgali Hwa	54.76
Simiduia agarivorans SA1 = DSM 21679	Microbulbifer variabilis ATCC 700307	58.80
Simiduia agarivorans SA1 = DSM 21679	Amphritea japonica JAMM 1866	56.33
Simiduia agarivorans SA1 = DSM 21679	Aidingimonas halophila DSM 19219	54.34
Simiduia agarivorans SA1 = DSM 21679	Psychrobacter urativorans R10.10B	51.30
Simiduia agarivorans SA1 = DSM 21679	Endozoicomonas numazuensis DSM 25634	55.92
Simiduia agarivorans SA1 = DSM 21679	Moraxella porci CCUG 54912	52.24
Simiduia agarivorans SA1 = DSM 21679	Oceanobacter kriegii DSM 6294	55.14
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas fluorescens F113	55.22
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas indica NBRC 103045	56.15
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas balearica DSM6083 (=SP1402)	56.40
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter bohemicus ANC 3994	52.43
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas anguilliseptica DSM 12111	55.78
Simiduia agarivorans SA1 = DSM 21679	Marinomonas fungiae JCM 18476	55.13
Simiduia agarivorans SA1 = DSM 21679	Azotobacter chroococcum NCIMB 8003	56.58
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter celticus ANC 4603	52.56
Simiduia agarivorans SA1 = DSM 21679	Halomonas halodenitrificans DSM 735	54.93
Simiduia agarivorans SA1 = DSM 21679	Moraxella osloensis CCUG 350	51.70
Simiduia agarivorans SA1 = DSM 21679	Zymobacter palmae DSM 10491	54.48
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter equi 114	52.83
Simiduia agarivorans SA1 = DSM 21679	Marinobacter hydrocarbonoclasticus ATCC 49840	55.25
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas borbori DSM 17834	56.00
Simiduia agarivorans SA1 = DSM 21679	Marinagarivorans algicola Z1	58.18
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter beijerinckii CIP 110307	52.40
Simiduia agarivorans SA1 = DSM 21679	Halomonas shengliensis CGMCC 1.6444	55.29
Simiduia agarivorans SA1 = DSM 21679	Marinobacter segnicrescens CGMCC 1.6489	55.55
Simiduia agarivorans SA1 = DSM 21679	Alcanivorax hongdengensis A-11-3	55.24
Simiduia agarivorans SA1 = DSM 21679	Moraxella ovis 199/55	52.18
Simiduia agarivorans SA1 = DSM 21679	Carnimonas nigrificans ATCC BAA-78	54.71
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas mendocina ymp	55.89
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter nectaris CIP 110549	53.00
Simiduia agarivorans SA1 = DSM 21679	Marinobacter adhaerens HP15	55.25
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas kuykendallii NRRL B-59562	55.72
Simiduia agarivorans SA1 = DSM 21679	Halomonas halocynthiae DSM 14573	55.25
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter towneri CIP 107472	52.73
Simiduia agarivorans SA1 = DSM 21679	Halomonas pantelleriensis AAP	54.62
Simiduia agarivorans SA1 = DSM 21679	Marinimicrobium agarilyticum DSM 16975	60.24
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter soli GFJ2	52.58
Simiduia agarivorans SA1 = DSM 21679	Alcanivorax jadensis T9	55.14
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas otitidis DSM 17224	55.83
Simiduia agarivorans SA1 = DSM 21679	Kushneria aurantia DSM 21353	53.65
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter defluvii WCHA30	52.95
Simiduia agarivorans SA1 = DSM 21679	Marinomonas aquimarina CECT 5080	55.51
Simiduia agarivorans SA1 = DSM 21679	Marinobacter salarius R9SW1	55.42
Simiduia agarivorans SA1 = DSM 21679	Microbulbifer marinus CGMCC 1.10657	59.51
Simiduia agarivorans SA1 = DSM 21679	Moraxella cuniculi DSM 21768	52.31
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas fuscovaginae LMG 2158	55.09
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter radioresistens CIP 103788	52.62
Simiduia agarivorans SA1 = DSM 21679	Oblitimonas alkaliphila B4199	56.67
Simiduia agarivorans SA1 = DSM 21679	Hahella ganghwensis DSM 17046	55.04
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas sagittaria JCM 18195	56.81
Simiduia agarivorans SA1 = DSM 21679	Halomonas boliviensis LC1	54.38
Simiduia agarivorans SA1 = DSM 21679	Ventosimonas gracilis CV58	56.23
Simiduia agarivorans SA1 = DSM 21679	Halomonas salina B6	54.96
Simiduia agarivorans SA1 = DSM 21679	Marinobacter subterrani JG233	55.25
Simiduia agarivorans SA1 = DSM 21679	Moraxella catarrhalis BBH18	52.18
Simiduia agarivorans SA1 = DSM 21679	Mangrovitalea sediminis M11-4	55.73
Simiduia agarivorans SA1 = DSM 21679	Halomonas daqiaonensis CGMCC 1.9150	55.23
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter parvus CIP 108168	53.07
Simiduia agarivorans SA1 = DSM 21679	Neptunomonas phycophila CECT 8716	55.72
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas oryzae KCTC 32247	56.86
Simiduia agarivorans SA1 = DSM 21679	Halomonas xinjiangensis TRM 0175	54.96
Simiduia agarivorans SA1 = DSM 21679	Dasania marina DSM 21967	57.24
Simiduia agarivorans SA1 = DSM 21679	Halomonas taeanensis BH539	54.77
Simiduia agarivorans SA1 = DSM 21679	Teredinibacter turnerae T7901	58.25
Simiduia agarivorans SA1 = DSM 21679	Marinobacterium profundum PAMC 27536	56.26
Simiduia agarivorans SA1 = DSM 21679	Marinomonas mediterranea MMB-1	54.70
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas resinovorans NBRC 106553	55.91
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter indicus CIP 110367	52.86
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas fulva 12-X	55.79
Simiduia agarivorans SA1 = DSM 21679	Tamilnaduibacter salinus DSM 28688	55.12
Simiduia agarivorans SA1 = DSM 21679	Terasakiispira papahanaumokuakeensis PH27A	55.47
Simiduia agarivorans SA1 = DSM 21679	Nitrincola lacisaponensis 4CA	56.05
Simiduia agarivorans SA1 = DSM 21679	Psychrobacter phenylpyruvicus DSM 7000	51.98
Simiduia agarivorans SA1 = DSM 21679	Neptuniibacter caesariensis MED92	55.96
Simiduia agarivorans SA1 = DSM 21679	Marinobacter antarcticus CGMCC 1.10835	55.26
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter apis ANC 5114	52.87
Simiduia agarivorans SA1 = DSM 21679	Cobetia crustatorum JO1	54.82
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter schindleri ACE	52.40
Simiduia agarivorans SA1 = DSM 21679	Halomonas cupida DSM 4740	54.58
Simiduia agarivorans SA1 = DSM 21679	Spongiibacter tropicus DSM 19543	57.71
Simiduia agarivorans SA1 = DSM 21679	Neptuniibacter marinus ATR 1.1	56.36
Simiduia agarivorans SA1 = DSM 21679	Psychrobacter pacificensis DSM 23406	51.83
Simiduia agarivorans SA1 = DSM 21679	Pseudomonas xinjiangensis NRRL B-51270	56.46
Simiduia agarivorans SA1 = DSM 21679	Marinobacterium georgiense DSM 11526	56.24
Simiduia agarivorans SA1 = DSM 21679	Acinetobacter johnsonii XBB1	52.58
Simiduia agarivorans SA1 = DSM 21679	Marinobacterium jannaschii DSM 6295	56.14
Simiduia agarivorans SA1 = DSM 21679	Halomonas anticariensis FP35	54.77
